VoteCount,Rating,Title,Season_Count,Episode_Count,Production_Companies,Actors,cat_drama,cat_family,cat_action,cat_comedy,cat_romance,cat_adventure,cat_crime,cat_thriller,cat_horror,cat_mystery,cat_war,cat_fantasy,cat_sci-fi,cat_music,cat_biography,cat_documentary,cat_news,cat_sport,cat_animation,cat_reality-tv,cat_talk-show,cat_game-show,Release_Year,IsEnded
19.0,5.5,Bizim Sokak,1,13,Yönder Yapim,"Ciguli, Mete Yavasoglu, Peri Mehtap Çiçek",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1
85.0,5.0,Bizim Yenge,1,18,,"Tülin Özen, Sebnem Bozoklu, Ilker Aksum",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1
669.0,7.6,Biçak Sirti,2,30,TMC Film,"Fikret Kuskan, Nejat Isler, Mehmet Günsür",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1
45.0,7.6,Bobin Kafa,1,3,,"Ozan Sarigül, Sadie Sink, Dave Bautista",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,0
659.0,6.0,Bodrum Masalı,2,42,TMC Film,"Timuçin Esen, Sevval Sam, Dilan Çiçek Deniz",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
0.0,5.667680105750162,Bodrum da Yarim Yamalak,1,26,Avn Film production,"Ulas Kocer, Canan Karaca, Merve Yazici Oglu",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
891.0,6.7,Bonkis,2,15,,"Vildan Atasever, Öykü Naz Altay, Deniz Tezuysal",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
30.0,6.7,Boom by Ibrahim Selim,2,24,,"Ibrahim Selim, Pinar Deniz, Nilperi Sahinkaya",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,1
28.0,6.2,Boxun Yildizlari,1,77,Acun Medya,"Asena, Berna Canbeldek, Bilgehan Demir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,1
85.0,5.0,Boynu Bükükler,1,7,D production,"Ahmet Saraçoglu, Anil Altan, Gün Koper",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
3600.0,8.0,Bozkır,2,18,ARC Film,"Yigit Özsener, Bülent Düzgünoglu, Ekin Koç",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018,0
86.0,9.6,Bozuk Mikrofon,2,23,,"Özgür Turhan, Deniz Bagdas",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,0
1300.0,6.2,Bu Gece,4,156,Onedio,"Ibrahim Selim, Buse Kara, Mert Efe Günaydin",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,0
16.0,6.9,Bu Iliski Nasil Kurtulur,1,26,,"Yigitcan Erdogan, Tancan Fumen, Mert Gunhan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,1
225.0,6.4,Bu Kalp Seni Unutur Mu?,2,17,aSis Yapim,"Bülent Inal, Melis Birkan, Okan Yalabik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1
35.0,6.7,Bu Kizin Öyküsü,1,9,"BluTV, Elidor, PToT Films","Begüm Cana Özgür, Mizgin Ay, Tugçe Akgün",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,1
18.0,3.6,Bu Sayilmaz,1,3,"25 Film, Yirmibes Film","Binnur Kaya, Settar Tanriögen, Mustafa Üstündag",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
0.0,5.667680105750162,Bu Sehrin Çocuklari,1,20,Ay Yapim,"Kerem Bürsin, Gürkan Uygun, Leyla Lydia Tugutlu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1
3600.0,6.6,Bu Şehir Arkandan Gelecek,1,26,ANS,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
0.0,5.667680105750162,Budala Soyguncular,1,26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1
8.0,8.0,Bugün Ne Oldu?,4,383,,"Nevsin Mengü, Oguzhan Ugur, Mesut Çevik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,0
225.0,6.0,Bugünün Saraylisi,2,37,Avsar Film,"Baris Arduç, Cansu Tosun, Begüm Akkaya",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
129.0,1.2,Bulusma,2,9,,"Enes Batur, Halil Ibrahim Göker, Baturay Anar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021,1
0.0,5.667680105750162,Burada Hayat Var,4,4,BBO Yapim,"Emre Tetikel, Imran Salkan, Candan Yüceer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,1
69.0,5.2,Burada Laf Çok,3,5,,"Mesut Yar, Deniz Ugur, Zeynep Eronat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,1
33.0,5.3,Buralarin Yabancisiyiz,1,6,Hypee,"Chaby Han, J.J. Moriasi, Michele Cedolin",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,1
0.0,5.667680105750162,Business Daily,1,26,"6 NEWS - Alti Uluslararasi Medya Yayinciligi, Neuquén",Selin Küçük,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,0
0.0,5.667680105750162,Business Review,1,26,"6 NEWS - Alti Uluslararasi Medya Yayinciligi, Neuquén",Selin Küçük,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,0
9.0,3.4,Buyuk Sir,1,26,Limon Film,"Sivan Binici, Irfan Kilinc, Kutay Sungar",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
89.0,6.0,Buyur Bi de Burdan Bak,2,24,,"Ceyda Düvenci, Ilker Aksum, Giray Altinok",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
81.0,2.6,Buzda Dans,1,1,Medyapim,"Gamze Özçelik, Behzat Uygur, Alinur Velidedeoglu",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,1
8200.0,8.1,Börü,1,6,"CaglarArts Entertainment, Insignia Productions","Alper Caglar, Ahu Türkpençe, Serkan Çayoglu, Emir Benderlioglu",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018,1
185.0,6.7,Böyle Bitmesin,2,6,At Yapim,"Nergis Öztürk, Cemal Toktas, Yeliz Kuvanci",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
275.0,2.7,Bücür Cadı,1,3,Erler Film,"Halit Ergenç, Sedef Avci, Selma Ergeç",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1
109.0,4.8,Bütün Çocuklarim,1,1,,"Yunus Bülbül, Sezer Güvenirgil, Merve Erdogan",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1
73.0,3.0,Büyük Bulusma,1,26,Masalevi,"Gökçe Akyildiz, Alpay Kemal Atalan, Ceren Benderlioglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1
9.0,3.2,Büyük Degisim,4,155,Ser Film,"Ali Sürmeli, Turgay Tanülkü, Ümit Acar",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
0.0,5.667680105750162,Büyük Günahlar,1,8,Talya Production,Kemal Dogulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2005,1
9.0,3.0,Büyük Teklif,1,26,,"Nazan Diper, Orhan Edip Ertürk, Sait Genay",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1
6.0,7.0,Büyük Tikinma,1,26,D Productions,Halit Ergenç,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,1
125.0,3.5,Büyük Yalan,2,16,BluTV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,1
315.0,2.2,Büyümüs de Küçülmüs,2,30,Gold Film,"Halil Ergün, Emrah, Hülya Darcan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1
35.0,5.0,Cadde Cadde Istanbul,1,26,ANS,"Sevinç Aktansel, Kerem Altaylar, Ömür Arpaci",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021,1
27.0,3.7,Cam Kiriklari,1,6,WAS,"Merve Yilmaz, Beste Kanar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2009,1
861.0,5.8,Cam Tavanlar,1,4,Filma Cass,"Nursel Ergin, Ipek Tenolcay, Kadir Kandemir",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
1400.0,5.6,Camdaki Kız,1,8,Ojo Pictures,"Bensu Soral, Kubilay Aka, Utku Ates",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
71.0,3.9,Camdan Pabuçlar,3,82,"Kanal D, OGM Pictures","Burcu Biricik, Selma Ergeç, Feyyaz Serifoglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1
411.0,6.6,Can Kiriklari,1,6,Kemal Film,"Ibrahim Celikkol, Tardu Flordun, Berke Hürcan",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1
6.0,9.5,Can Sungur ve Yakin Evren,1,4,NTC Medya,"Hande Dogandemir, Funda Eryigit, Seçkin Özdemir",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0
0.0,5.667680105750162,Can Yesilyurt,3,46,,"Can Sungur, Uzay Zuhal, Ceren Sungur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,1
0.0,5.667680105750162,Can ve Ailesi,1,26,,Pis Yedili,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
26.0,6.6,Can't Run from Love,1,26,Ser Film,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,1
0.0,5.667680105750162,Canan,1,24,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1
5.0,7.0,Candas Tolga Isik ile Az Önce Konustum,1,1,Koliba Film,"Gamze Özçelik, Erdinç Gülener, Semsi Inkaya",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0
147.0,3.1,Canevim,2,3,,"Candas Tolga Isik, Gülse Birsel, Muharrem Ince",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019,1
1200.0,7.5,Canim Ailem,1,17,Koliba Film,"Biran Damla Yilmaz, Aras Aydin, Özgür Çevik",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1
69.0,6.8,Canim Annem,2,63,TMC Film,"Ozan Güven, Sebnem Bozoklu, Ugur Yücel",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0
94.0,2.8,Canim Babam,2,370,"Saran Studios, Stellar Yapim","Aysun Güven, Yavuz Pekdiker, Birhan Tut",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1
67.0,4.1,Canimin Içi,1,11,,"Mehmet Aslantug, Özge Özberk, Neslihan Atagül",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
65.0,5.2,Cemile,1,50,,"Perran Kutman, Levent Öktem, Hare Sürel",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1
0.0,5.667680105750162,Cengiz Semercioglu ile Bu Gece,1,26,Gold Film,"Sedef Bildik, Ibrahim Erkal, Tanju Gürsu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1
8.0,1.9,Cengiz Semercioglu ile Sabah Sohbeti,1,26,Limon Film,"Türkan Soray, Bulut Aras, Gözde Kansu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1
65.0,7.2,Cengiz Özdemir & Ozan Sagsöz ile Kültür & Tarih Sohbetleri,1,12,,"Cengiz Semercioglu, Tolgahan Sayisman, Kimya Gökçe Aytaç",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2015,1
2600.0,4.5,Cennet Mahallesi,1,16,,"Cengiz Semercioglu, Aydemir Akbas, Müge Akgün",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2004,1
440.0,6.2,Cennet'in Gözyaslari,1,2,,"Ozan Sagsöz, Cengiz Özdemir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,1
0.0,5.667680105750162,Cennetin Sirlari,4,119,Erler Film,"Melek Baykal, Ayten Erman, Alisan",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1
84.0,4.5,Cennetin Çocuklari,2,36,"Süreç Film, V3 Communications","Esra Ronabar, Berk Atan, Almila Ada",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1
72.0,4.2,Cesaretin var mı aşka,1,5,Hayal Mahsulleri Ofisi,"Isil Keskin, Ozan Akbaba, Gökay Müftüoglu",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1
0.0,5.667680105750162,Cesm-i Bulbul,1,26,Gold Film,"Can Bartu Aslan, Ali Basar, Sinem Boyacioglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1
6400.0,7.5,Cesur Ve Güzel,1,8,,"Fatih Kenan Gündogdu, Engin Altan Düzyatan, Özge Özpirinçci",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
126.0,6.1,Cesur Yürek,1,26,Limon Film,"Engin Alkan, Ali Atay, Civan Canova",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
0.0,5.667680105750162,Ceyiz Sov,2,32,Ay Yapim,"Kivanç Tatlitug, Tuba Büyüküstün, Tamer Levent",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,1
416.0,7.2,Cezailer,2,21,Fark Film,"Onur Tuna, Ruveyda Öksuz, Hüseyin Avni Danyal",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0
0.0,5.667680105750162,Chef's Delight,1,26,,Tolga Üstün,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,1
0.0,5.667680105750162,Cihad-i Ekber,1,8,Most Production,"Yigit Özsener, Riza Kocaoglu, Esra Bezen Bilgin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
94.0,8.9,Cille,1,26,,Zeynel Haldun Tüzel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011,1
116.0,5.1,Cinayet,1,26,Provizyon,"Semih Sergen, Fatih Veli Ölmez, Tayfun Çadirci",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,1
0.0,5.667680105750162,Cinemaphobia,1,26,,"Gökhan Akçakara, Didem Atlihan, Berk Avci",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0
56.0,3.8,Cinlerle Periler,1,5,Akbel-Adam Film,"Nurgül Yesilçay, Engin Altan Düzyatan, Ugur Polat",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001,1
0.0,5.667680105750162,Clear Competitor,1,2,Monsters Motion Pictures,Abdelrahman Elshafei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,1
0.0,5.667680105750162,Clover,1,14,Yagmur Ajans,"Halit Ergenç, Suna Keskin, Emir Yamak",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
0.0,5.667680105750162,Cografyadan Kültüre Bag,1,26,DEPOfilm,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021,1
0.0,5.667680105750162,Corridor 39,1,1,GEM Production,Shima Ryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,0
0.0,5.667680105750162,Cosan Show,1,6,"Bugday Yapim, TRT 2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,1
0.0,5.667680105750162,Crossing the Line,1,26,"6 NEWS - Alti Uluslararasi Medya Yayinciligi, Neuquén",Allen Collinsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,1
137.0,9.3,Crossover Talks,1,26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2020,1
55.0,5.5,Cuma'ya Kalsa,1,3,TRT World,Imran Garda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,1
0.0,5.667680105750162,Cumbur Cemaat Aile,1,26,Geekyapar!,"Özgür Turhan, Can Türkdogan, Doruk Yavuz",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,1
0.0,5.667680105750162,Cumhur Cemaat,1,12,Medyapim,"Haluk Bilginer, Inci Türkay, Ümit Erdim",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1
294.0,6.6,Dada Dandinista,1,1,Plato Filmcilik,"Ahmet Gülhan, Mustafa Üstündag, Alpay Kemal Atalan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
2500.0,6.3,Dadi,1,26,,"Zafer Algöz, Hakan Bilgin, Asuman Dabak",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1
22.0,3.1,Daglar Delisi,2,59,Z Gosteri Sanatlari,"Okan Bayülgen, Ceyhun Yilmaz, Ferman Toprak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,1
0.0,5.667680105750162,Damat Bayildi,3,61,"Columbia TriStar International Television, Medyapim","Prudence Fraser, Robert Sternin, Gülben Ergen, Kenan Isik, Haldun Dormen",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1
0.0,5.667680105750162,Daniska Show,1,5,Koliba Film,"Oya Okar, Fatih Koyunoglu, Ozman Sirgood",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,0
0.0,5.667680105750162,Danla Bilic,1,26,,Onur Büyüktopçu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,0
31.0,6.6,Dans Eder misin?,1,26,,"Sergen Deveci, Cenan Adigüzel, Kubilay Aka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005,1
310.0,5.3,Darisi Basimiza,2,12,,"Danla Bilic, Eda Ece, Berrak Tüzünataç",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,1
522.0,6.5,Darmaduman,6,48,D Production,"Seyfi Dursunoglu, Yonca Evcimik, Ugurkan Erez",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2022,1
85.0,5.0,Davetsiz Misafir,1,5,Gold Film,"Ozan Dolunay, Elif Dogan, Devrim Yakut",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1
0.0,5.667680105750162,Davranis Bilimi,1,9,Ay Yapim,"Mert Yazicioglu, Hafsanur Sancaktutan, Aslihan Malbora",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
489.0,5.6,Dayan Yüregim,1,21,,"Tardu Flordun, Atilla Pekdemir, Pinar Altug",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
136.0,6.8,Dayi,1,26,Katarsis Film,"Ayse Aygen Avci, Arda Aydin, Ahmet Ugur Say",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,1
166.0,7.9,Dayi Show,1,13,Endemol Shine Turkey,"Ece Uslu, Cansel Elcin, Nilay Deniz",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,0
93.0,7.9,Dayton,1,4,ANS,"Selim Erdogan, Asuman Dabak, Ezgim Kilinç",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0
0.0,5.667680105750162,Dede Korkut,2,43,Gain,"Nazmi Sinan Mihci, Paptircem, Hüseyin Turunç",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,1
8.0,6.1,Dede Korkut - Egrek ve Segrek,1,6,,"Ali Riza Sahin, Basak Dasman, Yildiz Kültür",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1
25.0,6.9,Dede Korkut Hikayeleri,1,26,Mavi Ruya Animation Studios,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,1
13.0,5.2,Dede Korkut: Bamsibeyrek Nasil Öldürüldü,1,26,,"Fuad Cavadov, Demir Karahan, Lilie Lossen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1
0.0,5.667680105750162,Dedektif Biraderler,1,52,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,0
148.0,8.6,Dedeler Sofrasi,1,26,,"Fuad Cavadov, Demir Karahan, Lilie Lossen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1
136.0,4.7,"Dedem, Gofret ve Ben",1,13,,"Sezgi Deniz, Salih Sarikaya, Emir Benderlioglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1
12.0,5.0,Dedemin Dolabi,2,75,Geekyapar!,"Ömercan Güldal, Can Türkdogan, Baris Kiralioglu",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,1
0.0,5.667680105750162,Dehsetin Taniklari,1,26,Yagmur Ajans,"Erdinç Akbas, Zeki Alasya, Iclal Aydin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
0.0,5.667680105750162,Dekolte,1,26,,"Asena Keskinci, Berna Koraltürk",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001,1
0.0,5.667680105750162,Deli Dolu Masa,1,8,Goya Entertainment,"Özkan Karadar, Nilperi Sahinkaya, Deniz Celiloglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
9.0,2.6,Deli Duran,1,26,Baska Film,"Çiçek Acar, Selin Aldogan, Melek Ceylan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1
74.0,6.1,Deli Gönül,1,26,ANS Productions,"Bahri Turan, Ayse Hatun Önal, Tugba Özay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,1
9.0,4.4,Deli Mi Ne?,1,26,Gold Film,"Gökhan Arsoy, Dogan Aybay, Kenan Bal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
77.0,6.4,Deli Sarayli,1,4,,"Berrak Tüzünataç, Ozan Açiktan, Ilker Canikligil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2010,1
3700.0,7.6,Deli Yürek,1,26,Plato Film Production,"Ramazan Akboga, Zeynep Aydemir, Oya Aydogan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1
0.0,5.667680105750162,Demet Akbag ile Güldürme Beni,1,10,25 Film,"Murat Ünalmis, Tuvana Türkay, Mine Tüfekçioglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1
0.0,5.667680105750162,Demirkol'un Galaxy rehberi,1,26,,"Fester Abdü, Yasir Yilmaz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2022,0
71.0,5.4,Deneme Çekimi,1,26,Süreç Film,"Rahmi Akyol, Engin Alkan, Deniz Atam",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0
77.0,6.7,Dengi Dengine,4,113,Sinegraf,"Kenan Imirzalioglu, Kürsat Alniaçik, Mehtap Bayri",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1
309.0,2.5,Deniz yıldızı,1,5,,"Demet Akbag, Sahin Irmak, Sinan Çaliskanoglu",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2009,1
0.0,5.667680105750162,Deniz'den Mutfak Hikayeleri,2,31,Samsung Galaxy,"Mehmet Demirkol, Elçin Sangu, Engin Günaydin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,1
0.0,5.667680105750162,Deniz'in Mutfagi,1,6,Vigo Film,"Asli Inandik, Ender Gözü, Gizem Karaca",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,0
35.0,4.9,Derdest,1,5,"Istanbul Media Academy, Istanbul Medya Akademisi, Medya Fikir Kulübü","Bora Akkas, Su Kutlu, Baran Can Eraslan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1
15.0,5.7,Derin Kökler,7,1291,Focus Film Production,"Cantug Turay, Begüm Topçu, Serhat Nalbantoglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1
1900.0,3.4,Derin Sular,1,26,,Deniz Orhun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,1
26.0,4.0,Derman Bey,1,21,,Deniz Orhun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001,1
